study_id,publication_year,title,venue,ccf_2026,languages,tasks,task_subcategories,study_types,models,strategies,strategy_parents,integrated_techniques,generation_metrics,benchmarks,training_datasets,tool_names,source_links,artifact_links,code_availability_group,code_audit_date
U047,2024,Using Large Language Models to Generate JUnit Tests: An Empirical Study,EASE,C,Java,Test Generation,,Empirical,Codex;GPT-3.5;StarCoder,Zero-shot,Prompting Engineering,Program Analysis;Program Repair,Compile Rate;Pass Rate;Partial Pass Rate;Line Coverage;Branch Coverage;Test Smells;Test Count;Input-output Novelty;Failure-mode Distribution;Code Coverage,"Multilingual HumanEval Java160 tasks with author-written checked implementations
EvoSuite SF110 subset47 projects194 classes411 focal methods","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://joannacss.github.io/preprints/ease24-preprint.pdf,https://doi.org/10.5281/zenodo.10530787,Verified implementation or experimental code,2026-09-22
U048,2024,ChatGPT vs SBST: A Comparative Assessment of Unit Test Suite Generation,TSE,A,Java,Test Generation,,Empirical,GPT-3.5,Zero-shot,Prompting Engineering,Not coded into the listed integration categories,Compile Rate;Readability;Instruction Coverage;Real-bug Detection;Correct Rate;Code Quality;Code Coverage;Cyclomatic Complexity;Assertion Correctness;Assertion Count;Assertion-error Distribution;Static Warnings;Coding-standard Violations;Cognitive Complexity,"DynaMOSA benchmark filtered from346classes117projects
Defects4J exception-related defect subset","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://eprints.gla.ac.uk/324030/3/324030.pdf,https://sites.google.com/view/chatgpt-sbst,Accessible author code not verified,2026-09-22
U049,2024,Towards Understanding the Effectiveness of Large Language Models on Directed Test Input Generation,ASE,A,C;C++;Java;Python,Test Generation,,Approach,GPT-3.5;CodeLlama;StarCoder2;CodeQwen1.5,Zero-shot,Prompting Engineering,Program Analysis;Execution/Coverage Feedback;Symbolic Execution,Target-reaching Success;Target-reaching Task Count;Success-versus-attempts,"PathEval derivedfromHumanEval/HumanEval-X unit-testoracles
logic_bombs","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",TestSpark,https://raw.githubusercontent.com/CGCL-codes/PathEval/main/PathEval_Preprint.pdf,https://github.com/CGCL-codes/PathEval,Verified implementation or experimental code,2026-09-22
U050,2024,TestSpark: IntelliJ IDEA's Ultimate Test Generation Companion,ICSE,A,Java,Test Generation,,Approach,Not reported,Other prompting,Prompting Engineering,Program Analysis;Program Repair,Human Evaluation,No standard benchmark reported; Section 4 presents a preliminary user evaluation with two participants,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",TestSpark,https://pure.tudelft.nl/ws/portalfiles/portal/206515056/3639478.3640024.pdf,,Verified implementation or experimental code,2026-09-22
U051,2025,Exploring Automated Assertion Generation via Large Language Models,TOSEM,A,Java,Test Oracle Generation,Assertion Oracle Generation,Empirical;Approach,CodeBERT;GraphCodeBERT;UniXcoder;CodeT5;CodeGPT;CodeLlama,Fine-tuning (type unspecified),Model Training,Information Retrieval;Program Repair;SBST Tools,Not applicable (task does not include Test Generation),"Data_old (ATLAS-derived)
Data_new (Yu et al.)
ATLAS (separate Section 5.4 experiment)
Defects4J 2.0.0","Data_old training split
Data_new training split
ATLAS training data for additional experiment",Ease,https://dl.acm.org/doi/full/10.1145/3699598,https://github.com/iSEngLab/LLM4AG,Verified implementation or experimental code,2026-09-22
U052,2024,Evaluating Large Language Models in Detecting Test Smells,SBES,Not listed in CCF,Java;C#;JavaScript;Python;Ruby;Smalltalk;TTCN-3,Test Smell Detection,,Empirical,GPT-4;Gemini 1.5;Mistral Large,Zero-shot,Prompting Engineering,Not coded into the listed integration categories,Not applicable (task does not include Test Generation),Open Catalog of Test Smells examples,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://sol.sbc.org.br/index.php/sbes/article/download/30411/30217/,https://zenodo.org/records/12748511,Accessible author code not verified,2026-09-22
U053,2024,Unit Test Generation using Large Language Models for Unity Game Development,FaSE4Games,Not listed in CCF,C#;C++,Test Generation,,Empirical,CodeLlama,PEFT;Zero-shot,Model Training;Prompting Engineering,Program Analysis;Program Repair,Compile Rate;Pass Rate;Statement Coverage;Branch Coverage;Time;Code Coverage,9 public game samples: 5 Unity Learn and 4 Unreal Marketplace,"Human and synthetic Unity/Unreal method-test corpus; Table 1 gives 472 methods/822 tests for training, with conflicting counts elsewhere.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://www.researchgate.net/publication/382296611_Unit_Test_Generation_using_Large_Language_Models_for_Unity_Game_Development,https://github.com/unibuc-cs/GameTestingWithLLMs,Verified implementation or experimental code,2026-09-22
U054,2025,FuzzAug: Data Augmentation by Coverage-guided Fuzzing for Neural Test Generation,EMNLP,B,Rust,Test Generation;Test Oracle Generation,Assertion Oracle Generation,Approach,StarCoder2;CodeQwen1.5;CodeLlama,PEFT;Zero-shot,Model Training;Prompting Engineering,Program Analysis;Fuzzing;Program Repair;Execution/Coverage Feedback,Compile Rate;Assertion Pass Rate;Branch Coverage;Code Coverage,"Rust UniTSyn extension (training)
HumanEval-X Rust (evaluation)",Rust UniTSyn human and fuzz-augmented code-test pairs; HumanEval-X Rust is evaluation only.,FuzzAug,https://aclanthology.org/2025.findings-emnlp.847.pdf,https://github.com/SecurityLab-UCD/FuzzAug,Verified implementation or experimental code,2026-09-22
U055,2025,ASTER: Natural and Multi-language Unit Test Generation with LLMs,ICSE,A,Java;Python,Test Generation,,Approach;Empirical,GPT-4;Llama 3;CodeLlama;Granite,Zero-shot;Few-shot,Prompting Engineering,Program Analysis;Program Repair;Execution/Coverage Feedback,Line Coverage;Branch Coverage;Method Coverage;Assertion Quality;Readability;Human Evaluation;Stated Adoption Willingness;Code Coverage,"4 Apache Commons Java SE projects
3 public Java EE applications plus proprietary App X
283 CodaMosa Python modules from 20 projects","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",aster,https://arxiv.org/pdf/2409.03093v2,https://github.com/aster-test-generation/aster,Partial implementation or auxiliary code,2026-09-22
U056,2024,Unit Test Generation using Generative AI : A Comparative Performance Analysis of Autogeneration Tools,LLM4Code,Not listed in CCF,Python,Test Generation,,Empirical,GPT-3.5,Zero-shot,Prompting Engineering,Execution/Coverage Feedback,Statement Coverage;Branch Coverage;Assertion Pass Rate;Failure-mode Distribution;Iteration Count;Missed-statement Overlap Count;Code Coverage,Self-collected public GitHub Python projects; Pynguin evaluation projects,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/pdf/2312.10622v2,https://github.com/Rey-2001/LLM-nirvana,Verified implementation or experimental code,2026-09-22
U057,2025,Leveraging Large Language Models for Enhancing the Understandability of Generated Unit Tests,ICSE,A,Java,Test Readability Improvement,,Approach,CodeLlama,Zero-shot;CoT,Prompting Engineering,SBST Tools;Program Repair,Not applicable (task does not include Test Generation),"DynaMOSA346classes/117public Java projects
SF110 Budget and JSWeaponData classes for controlled experiment","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",UTGen,https://azaidman.github.io/publications/deljouyiICSE2025.pdf,https://doi.org/10.5281/zenodo.13329464,Verified implementation or experimental code,2026-09-22
U058,2025,RUG: Turbo LLM for Rust Unit Test Generation,ICSE,A,Rust,Test Generation,,Approach,GPT-3.5;GPT-4,Zero-shot,Prompting Engineering,Program Analysis;Fuzzing;Execution/Coverage Feedback,Region Coverage;Method Coverage;Developer Acceptance;Token Usage;Cost;Code Coverage;Test Count,"17popular Rust crates, mean24,937LOC
RustyUnit6crates
SyRust14crates
RULF/RPG13crates
10post-Jan2022Rust crates","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",RUG,https://taesoo.kim/pubs/2025/cheng:rug.pdf,https://github.com/CXWorks/rug,Accessible author code not verified,2026-09-22
U059,2025,Advancing Bug Detection in Fastjson2 with Large Language Models Driven Unit Test Generation,APSEC,C,Java,Test Augmentation,,Approach,DeepSeek-Coder;Llama 3;GPT-3.5;GPT-4o,Few-shot;CoT,Prompting Engineering,Program Analysis;Program Repair;Differential Testing,Not applicable (task does not include Test Generation),"fastjson2v2.0.49 681historical regression unit tests
43manually labeled failed tests (21bad22good)","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",JSONTestGen,https://arxiv.org/pdf/2410.09414v2,https://github.com/alibaba/fastjson2/issues?q=is%3Aissue+author%3ACooperzzy,Accessible author code not verified,2026-09-22
U060,2024,Evaluation of Large Language Models for Unit Test Generation,ASYU,Not listed in CCF,Python,Test Generation,,Empirical;Approach,GPT-3.5,Other prompting,Prompting Engineering,Not reported,Executability (case-level binary);Assertion Count;Variable Diversity;Parameter Diversity;Test Code Size;Time,LeetCode: Two Sum; Brick Wall; Tiny URL,Not applicable: no task-specific training,Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1109/ASYU62119.2024.10756954,,Accessible author code not verified,2026-09-22
U061,2024,CPP-UT-Bench: Can LLMs Write Complex Unit Tests in C++?,NeurIPS,A,C++,Test Generation,,Benchmark,Phi-3;Mistral;Llama 3;Llama 3.1;CodeLlama;TinyLlama,Few-shot;PEFT;Full FT,Model Training;Prompting Engineering,Program Analysis,LLM-judged Pairwise Win Rate,"CPP-UT-Bench: 2,653 source–test file pairs, 14 public C++ repositories, nine domains",CPP-UT-Bench source-test pairs; exact fine-tuning training/evaluation counts not clearly specified in read text.,CPP-UT-Bench,https://www.nutanix.com/content/dam/nutanix/en/resources/white-papers/wp-cpp-ut-bench.pdf,https://huggingface.co/datasets/Nutanix/CPP-UNITTEST-BENCH,Accessible author code not verified,2026-09-22
U062,2025,Vulnerability-Triggering Test Case Generation from Third-Party Libraries,FORGE,Not listed in CCF,Java,Bug Reproduction,,Approach,GPT-3.5,Zero-shot;Few-shot,Prompting Engineering,Program Analysis,Not applicable (task does not include Test Generation),Author-collected TPL/GitHub clients,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",VULEUT,https://arxiv.org/html/2409.16701v3,https://anonymous.4open.science/r/VulEUT-38B3,Accessible author code not verified,2026-09-22
U063,2024,UniTSyn: A Large-Scale Dataset Capable of Enhancing the Prowess of Large Language Models for Program Testing,ISSTA,A,Python;Java;Go;C++;JavaScript,Test Generation,,Dataset;Approach,SantaCoder,Pre-training;Zero-shot,Model Training;Prompting Engineering,Program Analysis;Program Repair,Passing Test Result (unit disputed);Line Coverage;Statement Coverage;Branch Coverage;Code Coverage;Assertion Pass Rate,"UniTSyn training corpus
HumanEval-X","UniTSyn: 2,715,710 focal-test pairs across five languages; approximately 1B training tokens.",UnitSyn / UniTester,https://haochen.org/publications/he2024unitsyn.pdf,https://doi.org/10.5281/zenodo.12639546,Verified implementation or experimental code,2026-09-22
U064,2025,Automated Unit Test Refactoring,FSE,A,Java,Test Refactoring; Test Smell Detection,,Approach,Llama 3;GPT-4o,CoT;Few-shot,Prompting Engineering,Program Analysis,Not applicable (task does not include Test Generation),"6publicMavenJavaprojects:CommonsCLI,CommonsCompress,CommonsMath,Gson,JFreeChart,Jsoup","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",UTRefactor,https://xing-hu.github.io/assets/papers/FSE25TestRefactoring.pdf,https://github.com/testmigrator/testsmellrefactoring,Verified implementation or experimental code,2026-09-22
